id,nombre,precio,calificacion,stock
4976,Producto_4976,124.78,5.0,23
4157,Producto_4157,125.18,5.0,61
3972,Producto_3972,126.31,5.0,40
520,Producto_520,128.6,5.0,16
3375,Producto_3375,129.27,5.0,81
3763,Producto_3763,129.69,5.0,97
1611,Producto_1611,129.98,5.0,57
3701,Producto_3701,130.33,5.0,97
1257,Producto_1257,132.02,5.0,6
2246,Producto_2246,134.03,5.0,69
3225,Producto_3225,134.15,5.0,90
2480,Producto_2480,137.28,5.0,66
33,Producto_33,140.11,5.0,31
2607,Producto_2607,144.71,5.0,80
4984,Producto_4984,144.99,5.0,70
343,Producto_343,145.4,5.0,68
3681,Producto_3681,146.0,5.0,16
1677,Producto_1677,146.92,5.0,55
4743,Producto_4743,147.03,5.0,58
2687,Producto_2687,147.17,5.0,73
2694,Producto_2694,148.14,5.0,38
3437,Producto_3437,148.71,5.0,94
867,Producto_867,148.76,5.0,60
11,Producto_11,149.79,5.0,40
4638,Producto_4638,151.56,5.0,19
1526,Producto_1526,151.94,5.0,79
4089,Producto_4089,152.61,5.0,15
111,Producto_111,154.44,5.0,78
1291,Producto_1291,154.5,5.0,71
476,Producto_476,156.54,5.0,56
3112,Producto_3112,157.35,5.0,23
1258,Producto_1258,158.1,5.0,96
896,Producto_896,158.23,5.0,25
1014,Producto_1014,160.21,5.0,67
2532,Producto_2532,161.33,5.0,45
3180,Producto_3180,162.52,5.0,85
1675,Producto_1675,163.42,5.0,90
4601,Producto_4601,164.18,5.0,17
3655,Producto_3655,164.26,5.0,80
4810,Producto_4810,164.68,5.0,24
828,Producto_828,165.16,5.0,95
4791,Producto_4791,165.28,5.0,7
4230,Producto_4230,168.27,5.0,94
2292,Producto_2292,170.41,5.0,15
89,Producto_89,171.08,5.0,52
1544,Producto_1544,173.26,5.0,58
3518,Producto_3518,174.68,5.0,20
3562,Producto_3562,175.25,5.0,59
1129,Producto_1129,175.45,5.0,18
4408,Producto_4408,176.19,5.0,37
3000,Producto_3000,177.73,5.0,85
3263,Producto_3263,177.93,5.0,56
4349,Producto_4349,178.88,5.0,90
2502,Producto_2502,180.31,5.0,76
2172,Producto_2172,180.43,5.0,53
3742,Producto_3742,180.57,5.0,96
2641,Producto_2641,182.9,5.0,97
3740,Producto_3740,183.44,5.0,25
3310,Producto_3310,183.64,5.0,40
1589,Producto_1589,185.03,5.0,55
1165,Producto_1165,186.95,5.0,11
356,Producto_356,187.24,5.0,43
3328,Producto_3328,187.61,5.0,10
3326,Producto_3326,188.18,5.0,65
3276,Producto_3276,189.01,5.0,40
1080,Producto_1080,190.41,5.0,64
349,Producto_349,190.46,5.0,71
2247,Producto_2247,193.23,5.0,26
492,Producto_492,194.94,5.0,46
2660,Producto_2660,194.96,5.0,4
153,Producto_153,196.78,5.0,7
2025,Producto_2025,198.55,5.0,4
4835,Producto_4835,198.65,5.0,45
885,Producto_885,199.66,5.0,55
2184,Producto_2184,199.99,5.0,73
4620,Producto_4620,201.68,5.0,67
4171,Producto_4171,204.16,5.0,19
4470,Producto_4470,207.58,5.0,9
1422,Producto_1422,207.66,5.0,66
1907,Producto_1907,208.19,5.0,11
4867,Producto_4867,208.32,5.0,24
4827,Producto_4827,208.53,5.0,76
2614,Producto_2614,208.88,5.0,54
1178,Producto_1178,208.91,5.0,64
4808,Producto_4808,208.93,5.0,58
2296,Producto_2296,210.01,5.0,66
1095,Producto_1095,210.95,5.0,5
1328,Producto_1328,212.11,5.0,26
486,Producto_486,212.63,5.0,67
286,Producto_286,212.76,5.0,1
2918,Producto_2918,213.15,5.0,74
2309,Producto_2309,213.21,5.0,22
1226,Producto_1226,214.85,5.0,32
4195,Producto_4195,215.15,5.0,54
2908,Producto_2908,215.35,5.0,43
2196,Producto_2196,216.44,5.0,66
4754,Producto_4754,216.86,5.0,42
685,Producto_685,217.16,5.0,45
890,Producto_890,217.39,5.0,12
4914,Producto_4914,220.13,5.0,45
4503,Producto_4503,221.23,5.0,50
1228,Producto_1228,223.02,5.0,62
2501,Producto_2501,223.19,5.0,32
2869,Producto_2869,223.63,5.0,37
4645,Producto_4645,223.64,5.0,16
1034,Producto_1034,226.19,5.0,73
3995,Producto_3995,226.2,5.0,84
1781,Producto_1781,227.54,5.0,12
4281,Producto_4281,227.6,5.0,47
1101,Producto_1101,227.75,5.0,3
2962,Producto_2962,227.84,5.0,6
2634,Producto_2634,228.34,5.0,86
3926,Producto_3926,228.94,5.0,17
2137,Producto_2137,229.11,5.0,63
2462,Producto_2462,231.66,5.0,66
295,Producto_295,232.32,5.0,37
1319,Producto_1319,232.7,5.0,24
1339,Producto_1339,232.74,5.0,71
2674,Producto_2674,233.77,5.0,11
4298,Producto_4298,233.8,5.0,47
4096,Producto_4096,238.23,5.0,66
1283,Producto_1283,238.83,5.0,8
2990,Producto_2990,239.61,5.0,9
4781,Producto_4781,240.15,5.0,59
1988,Producto_1988,240.4,5.0,87
1647,Producto_1647,241.37,5.0,20
4387,Producto_4387,241.63,5.0,52
3275,Producto_3275,244.34,5.0,21
2173,Producto_2173,246.4,5.0,15
1728,Producto_1728,246.61,5.0,75
185,Producto_185,246.76,5.0,87
4829,Producto_4829,248.32,5.0,13
30,Producto_30,248.36,5.0,26
1110,Producto_1110,248.86,5.0,97
4374,Producto_4374,248.97,5.0,40
3680,Producto_3680,249.24,5.0,85
4177,Producto_4177,250.52,5.0,94
3521,Producto_3521,250.96,5.0,77
188,Producto_188,251.53,5.0,3
4010,Producto_4010,252.35,5.0,7
1769,Producto_1769,252.74,5.0,100
177,Producto_177,253.3,5.0,88
4433,Producto_4433,255.39,5.0,49
3036,Producto_3036,256.39,5.0,17
4107,Producto_4107,258.03,5.0,49
2066,Producto_2066,259.52,5.0,76
1565,Producto_1565,260.44,5.0,56
4994,Producto_4994,262.82,5.0,76
4315,Producto_4315,264.04,5.0,52
4797,Producto_4797,264.67,5.0,53
4707,Producto_4707,265.69,5.0,41
1015,Producto_1015,266.5,5.0,55
1836,Producto_1836,267.03,5.0,74
1835,Producto_1835,267.04,5.0,63
73,Producto_73,268.14,5.0,25
4634,Producto_4634,268.69,5.0,14
110,Producto_110,270.83,5.0,58
4695,Producto_4695,272.02,5.0,24
3570,Producto_3570,272.19,5.0,60
1978,Producto_1978,274.53,5.0,79
898,Producto_898,275.14,5.0,73
4224,Producto_4224,277.99,5.0,59
1487,Producto_1487,278.24,5.0,66
4240,Producto_4240,278.29,5.0,22
4274,Producto_4274,280.18,5.0,20
1494,Producto_1494,281.25,5.0,26
3796,Producto_3796,282.99,5.0,15
352,Producto_352,283.43,5.0,32
4407,Producto_4407,283.47,5.0,28
751,Producto_751,283.74,5.0,68
2396,Producto_2396,286.64,5.0,57
3835,Producto_3835,288.41,5.0,32
998,Producto_998,288.68,5.0,87
1586,Producto_1586,291.53,5.0,59
1663,Producto_1663,291.58,5.0,32
122,Producto_122,294.02,5.0,80
1331,Producto_1331,294.68,5.0,40
1356,Producto_1356,295.26,5.0,89
2551,Producto_2551,298.06,5.0,58
2982,Producto_2982,298.53,5.0,86
2637,Producto_2637,300.67,5.0,28
4847,Producto_4847,304.22,5.0,91
3113,Producto_3113,304.88,5.0,76
2622,Producto_2622,306.42,5.0,35
4671,Producto_4671,307.01,5.0,3
1149,Producto_1149,307.2,5.0,55
1194,Producto_1194,308.5,5.0,67
1972,Producto_1972,309.55,5.0,95
2643,Producto_2643,311.03,5.0,42
3934,Producto_3934,311.4,5.0,97
3557,Producto_3557,312.2,5.0,59
703,Producto_703,314.02,5.0,26
4776,Producto_4776,314.13,5.0,25
3852,Producto_3852,314.16,5.0,48
43,Producto_43,316.1,5.0,96
2354,Producto_2354,317.51,5.0,41
2588,Producto_2588,319.54,5.0,83
2421,Producto_2421,319.69,5.0,21
4891,Producto_4891,320.54,5.0,62
1625,Producto_1625,323.48,5.0,46
856,Producto_856,323.61,5.0,93
2950,Producto_2950,323.63,5.0,28
1561,Producto_1561,324.35,5.0,29
522,Producto_522,324.44,5.0,19
2479,Producto_2479,325.38,5.0,99
3953,Producto_3953,327.5,5.0,46
4482,Producto_4482,327.67,5.0,79
1042,Producto_1042,328.41,5.0,3
96,Producto_96,331.34,5.0,21
4241,Producto_4241,332.27,5.0,26
1734,Producto_1734,332.87,5.0,82
1177,Producto_1177,332.92,5.0,16
617,Producto_617,334.51,5.0,38
4812,Producto_4812,334.88,5.0,100
2971,Producto_2971,334.89,5.0,40
1846,Producto_1846,336.25,5.0,48
3975,Producto_3975,338.63,5.0,13
1297,Producto_1297,339.91,5.0,22
2543,Producto_2543,340.28,5.0,88
2963,Producto_2963,340.67,5.0,56
4022,Producto_4022,340.75,5.0,19
3339,Producto_3339,341.53,5.0,40
1857,Producto_1857,343.42,5.0,23
3413,Producto_3413,343.48,5.0,78
4071,Producto_4071,347.1,5.0,87
940,Producto_940,348.52,5.0,62
2133,Producto_2133,351.83,5.0,42
596,Producto_596,352.53,5.0,67
4821,Producto_4821,355.47,5.0,78
4341,Producto_4341,356.54,5.0,74
2405,Producto_2405,357.02,5.0,21
3715,Producto_3715,360.42,5.0,74
1227,Producto_1227,363.29,5.0,71
4472,Producto_4472,366.0,5.0,79
2879,Producto_2879,367.9,5.0,77
673,Producto_673,370.98,5.0,14
369,Producto_369,371.15,5.0,31
3433,Producto_3433,371.26,5.0,87
1407,Producto_1407,372.15,5.0,98
7,Producto_7,373.2,5.0,13
1530,Producto_1530,374.26,5.0,31
4237,Producto_4237,376.08,5.0,85
104,Producto_104,376.25,5.0,71
922,Producto_922,377.05,5.0,52
4165,Producto_4165,377.37,5.0,60
3115,Producto_3115,379.26,5.0,74
3547,Producto_3547,381.02,5.0,59
1581,Producto_1581,381.09,5.0,91
1191,Producto_1191,382.62,5.0,0
1594,Producto_1594,384.25,5.0,38
4129,Producto_4129,384.39,5.0,49
3664,Producto_3664,384.54,5.0,47
1951,Producto_1951,384.58,5.0,30
974,Producto_974,385.21,5.0,80
504,Producto_504,386.87,5.0,51
4134,Producto_4134,387.27,5.0,58
704,Producto_704,388.04,5.0,9
1805,Producto_1805,388.81,5.0,1
4836,Producto_4836,390.03,5.0,55
1390,Producto_1390,391.38,5.0,11
4619,Producto_4619,392.26,5.0,60
4365,Producto_4365,392.3,5.0,61
1469,Producto_1469,394.84,5.0,1
2618,Producto_2618,395.57,5.0,5
3321,Producto_3321,396.55,5.0,100
4419,Producto_4419,397.61,5.0,83
3420,Producto_3420,397.72,5.0,71
2901,Producto_2901,398.97,5.0,91
1173,Producto_1173,399.38,5.0,74
1701,Producto_1701,401.43,5.0,44
1495,Producto_1495,402.11,5.0,76
4043,Producto_4043,402.23,5.0,69
1242,Producto_1242,403.0,5.0,5
3377,Producto_3377,403.27,5.0,60
1582,Producto_1582,404.27,5.0,23
4447,Producto_4447,406.36,5.0,9
4382,Producto_4382,406.44,5.0,77
667,Producto_667,410.03,5.0,31
2960,Producto_2960,410.35,5.0,41
4996,Producto_4996,410.49,5.0,28
4105,Producto_4105,410.92,5.0,8
2803,Producto_2803,412.58,5.0,29
2590,Producto_2590,412.63,5.0,2
3398,Producto_3398,413.52,5.0,52
3487,Producto_3487,414.83,5.0,0
1212,Producto_1212,415.33,5.0,97
1656,Producto_1656,415.8,5.0,82
180,Producto_180,416.37,5.0,48
4816,Producto_4816,418.71,5.0,26
1747,Producto_1747,419.8,5.0,36
847,Producto_847,419.98,5.0,65
1511,Producto_1511,420.09,5.0,18
1189,Producto_1189,420.29,5.0,83
3870,Producto_3870,420.53,5.0,88
1391,Producto_1391,421.13,5.0,90
626,Producto_626,421.18,5.0,99
434,Producto_434,421.91,5.0,5
976,Producto_976,422.13,5.0,50
2123,Producto_2123,422.31,5.0,73
4092,Producto_4092,422.94,5.0,69
4338,Producto_4338,423.67,5.0,36
804,Producto_804,425.47,5.0,77
852,Producto_852,425.81,5.0,74
2441,Producto_2441,425.98,5.0,32
1837,Producto_1837,425.99,5.0,27
480,Producto_480,427.62,5.0,42
2151,Producto_2151,429.02,5.0,41
4187,Producto_4187,429.6,5.0,13
1221,Producto_1221,430.59,5.0,48
45,Producto_45,430.61,5.0,40
2350,Producto_2350,433.19,5.0,48
1911,Producto_1911,434.4,5.0,15
4672,Producto_4672,435.18,5.0,49
3183,Producto_3183,437.21,5.0,28
3551,Producto_3551,438.25,5.0,28
1004,Producto_1004,438.73,5.0,100
4986,Producto_4986,439.35,5.0,56
4007,Producto_4007,439.86,5.0,85
835,Producto_835,439.91,5.0,47
3298,Producto_3298,440.84,5.0,44
3652,Producto_3652,441.0,5.0,87
1060,Producto_1060,442.51,5.0,67
2148,Producto_2148,442.82,5.0,22
2893,Producto_2893,442.86,5.0,54
1735,Producto_1735,444.24,5.0,69
4521,Producto_4521,445.21,5.0,43
553,Producto_553,445.65,5.0,72
1695,Producto_1695,446.37,5.0,96
3709,Producto_3709,446.49,5.0,80
1300,Producto_1300,448.75,5.0,61
1682,Producto_1682,450.03,5.0,39
3600,Producto_3600,452.25,5.0,64
3198,Producto_3198,452.31,5.0,45
1868,Producto_1868,454.38,5.0,89
1006,Producto_1006,454.44,5.0,16
4478,Producto_4478,455.47,5.0,28
4277,Producto_4277,456.25,5.0,15
4748,Producto_4748,456.47,5.0,20
3017,Producto_3017,457.13,5.0,72
1001,Producto_1001,457.75,5.0,82
2663,Producto_2663,458.51,5.0,81
3503,Producto_3503,459.33,5.0,86
1505,Producto_1505,459.73,5.0,86
1201,Producto_1201,460.09,5.0,48
3407,Producto_3407,460.38,5.0,17
3464,Producto_3464,460.41,5.0,17
3554,Producto_3554,462.23,5.0,7
3734,Producto_3734,463.36,5.0,51
4269,Producto_4269,463.48,5.0,13
2175,Producto_2175,463.74,5.0,3
1219,Producto_1219,463.98,5.0,30
115,Producto_115,464.2,5.0,27
2719,Producto_2719,464.46,5.0,24
4513,Producto_4513,464.84,5.0,82
2374,Producto_2374,464.84,5.0,81
408,Producto_408,465.79,5.0,95
2754,Producto_2754,466.51,5.0,63
958,Producto_958,469.21,5.0,33
2236,Producto_2236,469.73,5.0,70
3959,Producto_3959,469.78,5.0,39
503,Producto_503,473.58,5.0,94
2324,Producto_2324,474.05,5.0,47
2913,Producto_2913,475.13,5.0,20
3012,Producto_3012,475.63,5.0,49
2941,Producto_2941,477.95,5.0,50
1653,Producto_1653,480.5,5.0,6
1450,Producto_1450,480.61,5.0,69
3146,Producto_3146,480.86,5.0,64
2578,Producto_2578,481.59,5.0,23
4555,Producto_4555,481.62,5.0,56
2391,Producto_2391,482.42,5.0,79
3515,Producto_3515,483.03,5.0,54
966,Producto_966,484.65,5.0,44
4935,Producto_4935,485.08,5.0,87
1997,Producto_1997,485.24,5.0,47
1639,Producto_1639,485.31,5.0,42
4208,Producto_4208,485.37,5.0,75
4225,Producto_4225,485.51,5.0,83
4191,Producto_4191,485.94,5.0,79
1947,Producto_1947,486.62,5.0,9
730,Producto_730,487.38,5.0,49
4353,Producto_4353,489.59,5.0,48
3483,Producto_3483,491.02,5.0,25
360,Producto_360,491.39,5.0,43
1512,Producto_1512,491.48,5.0,35
1147,Producto_1147,491.69,5.0,99
3928,Producto_3928,493.82,5.0,97
326,Producto_326,494.11,5.0,41
3190,Producto_3190,496.93,5.0,56
4747,Producto_4747,497.08,5.0,84
1714,Producto_1714,497.48,5.0,100
4637,Producto_4637,498.01,5.0,55
1798,Producto_1798,498.34,5.0,14
4577,Producto_4577,500.35,5.0,84
129,Producto_129,500.48,5.0,54
2520,Producto_2520,500.58,5.0,19
2252,Producto_2252,502.25,5.0,53
284,Producto_284,502.79,5.0,80
1554,Producto_1554,503.75,5.0,96
4243,Producto_4243,505.48,5.0,42
508,Producto_508,506.8,5.0,69
1888,Producto_1888,507.07,5.0,60
4318,Producto_4318,507.36,5.0,31
1047,Producto_1047,510.09,5.0,55
4072,Producto_4072,510.5,5.0,67
3041,Producto_3041,512.09,5.0,26
3289,Producto_3289,512.39,5.0,0
239,Producto_239,515.15,5.0,55
864,Producto_864,519.65,5.0,91
3981,Producto_3981,521.32,5.0,80
2098,Producto_2098,522.09,5.0,88
1463,Producto_1463,522.73,5.0,8
3684,Producto_3684,522.98,5.0,57
3105,Producto_3105,522.98,5.0,66
3097,Producto_3097,524.2,5.0,79
4248,Producto_4248,525.7,5.0,46
2120,Producto_2120,526.12,5.0,72
3666,Producto_3666,531.57,5.0,57
4700,Producto_4700,531.65,5.0,71
2156,Producto_2156,532.33,5.0,100
2772,Producto_2772,532.38,5.0,3
3904,Producto_3904,532.58,5.0,7
3081,Producto_3081,533.28,5.0,8
2197,Producto_2197,533.91,5.0,85
4940,Producto_4940,535.2,5.0,61
261,Producto_261,536.13,5.0,25
1498,Producto_1498,536.96,5.0,80
993,Producto_993,538.88,5.0,84
3801,Producto_3801,539.16,5.0,13
4993,Producto_4993,539.38,5.0,76
1872,Producto_1872,540.03,5.0,19
3622,Producto_3622,540.2,5.0,9
3071,Producto_3071,540.27,5.0,97
3154,Producto_3154,540.38,5.0,55
2947,Producto_2947,540.52,5.0,71
1002,Producto_1002,540.83,5.0,35
3964,Producto_3964,543.08,5.0,93
562,Producto_562,543.72,5.0,21
4981,Producto_4981,543.93,5.0,29
4945,Producto_4945,545.12,5.0,48
2509,Producto_2509,545.36,5.0,92
1509,Producto_1509,546.15,5.0,83
4175,Producto_4175,547.19,5.0,13
3599,Producto_3599,547.23,5.0,76
2904,Producto_2904,547.98,5.0,35
2735,Producto_2735,548.36,5.0,41
1073,Producto_1073,548.36,5.0,53
4533,Producto_4533,548.58,5.0,82
202,Producto_202,549.12,5.0,62
231,Producto_231,550.31,5.0,51
1697,Producto_1697,550.87,5.0,8
4780,Producto_4780,550.93,5.0,52
606,Producto_606,552.19,5.0,44
255,Producto_255,552.53,5.0,46
1797,Producto_1797,555.02,5.0,78
1394,Producto_1394,555.27,5.0,50
4495,Producto_4495,556.0,5.0,17
1765,Producto_1765,556.57,5.0,1
2782,Producto_2782,556.63,5.0,92
4384,Producto_4384,557.14,5.0,98
2254,Producto_2254,557.14,5.0,31
3040,Producto_3040,557.98,5.0,19
2692,Producto_2692,560.3,5.0,73
3440,Producto_3440,560.73,5.0,70
2896,Producto_2896,562.16,5.0,4
2579,Producto_2579,562.57,5.0,40
2507,Producto_2507,562.69,5.0,11
1946,Producto_1946,563.45,5.0,41
2723,Producto_2723,563.46,5.0,57
134,Producto_134,566.18,5.0,59
932,Producto_932,566.46,5.0,56
3311,Producto_3311,568.82,5.0,92
4848,Producto_4848,569.96,5.0,87
390,Producto_390,570.26,5.0,78
3470,Producto_3470,572.64,5.0,10
1737,Producto_1737,573.2,5.0,23
2243,Producto_2243,573.62,5.0,88
4393,Producto_4393,578.13,5.0,89
1240,Producto_1240,578.66,5.0,93
1501,Producto_1501,579.05,5.0,15
3362,Producto_3362,579.83,5.0,1
2742,Producto_2742,581.0,5.0,98
2675,Producto_2675,581.11,5.0,10
1757,Producto_1757,587.17,5.0,21
4534,Producto_4534,588.35,5.0,95
1959,Producto_1959,589.2,5.0,45
3475,Producto_3475,590.42,5.0,100
3694,Producto_3694,591.39,5.0,41
3401,Producto_3401,593.52,5.0,10
1379,Producto_1379,593.74,5.0,52
1930,Producto_1930,594.45,5.0,54
289,Producto_289,595.47,5.0,42
2351,Producto_2351,595.76,5.0,75
4669,Producto_4669,596.47,5.0,42
1112,Producto_1112,597.32,5.0,26
2045,Producto_2045,597.81,5.0,87
384,Producto_384,602.24,5.0,40
816,Producto_816,602.71,5.0,74
3844,Producto_3844,603.06,5.0,19
4045,Producto_4045,603.97,5.0,3
1671,Producto_1671,604.89,5.0,71
3217,Producto_3217,606.32,5.0,87
936,Producto_936,607.95,5.0,19
904,Producto_904,609.45,5.0,98
3900,Producto_3900,610.33,5.0,1
2638,Producto_2638,614.02,5.0,87
2936,Producto_2936,614.11,5.0,41
144,Producto_144,614.43,5.0,65
4455,Producto_4455,616.22,5.0,29
2195,Producto_2195,617.52,5.0,3
1453,Producto_1453,617.53,5.0,23
4989,Producto_4989,617.89,5.0,36
2664,Producto_2664,618.85,5.0,89
3145,Producto_3145,619.1,5.0,4
2784,Producto_2784,621.18,5.0,39
4964,Producto_4964,623.75,5.0,90
422,Producto_422,623.99,5.0,14
1406,Producto_1406,626.1,5.0,15
2432,Producto_2432,626.73,5.0,78
212,Producto_212,626.85,5.0,55
1350,Producto_1350,628.01,5.0,39
2219,Producto_2219,628.11,5.0,65
3254,Producto_3254,628.15,5.0,38
3542,Producto_3542,632.47,5.0,77
1852,Producto_1852,632.61,5.0,89
1268,Producto_1268,632.88,5.0,6
68,Producto_68,633.56,5.0,79
3111,Producto_3111,635.71,5.0,41
3508,Producto_3508,635.83,5.0,90
2315,Producto_2315,636.25,5.0,60
462,Producto_462,636.59,5.0,54
2058,Producto_2058,636.76,5.0,54
3371,Producto_3371,640.9,5.0,97
1344,Producto_1344,641.18,5.0,90
80,Producto_80,642.83,5.0,77
4899,Producto_4899,644.99,5.0,47
1752,Producto_1752,645.12,5.0,56
1020,Producto_1020,645.83,5.0,75
4715,Producto_4715,646.46,5.0,21
335,Producto_335,649.03,5.0,81
2338,Producto_2338,650.18,5.0,80
4458,Producto_4458,651.54,5.0,26
1719,Producto_1719,651.66,5.0,48
3522,Producto_3522,651.78,5.0,53
4498,Producto_4498,653.06,5.0,76
3553,Producto_3553,654.7,5.0,68
3991,Producto_3991,654.94,5.0,85
449,Producto_449,656.22,5.0,41
844,Producto_844,656.33,5.0,31
4453,Producto_4453,656.77,5.0,41
2631,Producto_2631,658.27,5.0,12
4643,Producto_4643,658.7,5.0,13
2715,Producto_2715,659.02,5.0,18
1099,Producto_1099,659.26,5.0,69
4975,Producto_4975,660.24,5.0,11
1091,Producto_1091,661.27,5.0,87
3396,Producto_3396,661.73,5.0,89
2050,Producto_2050,662.06,5.0,26
4541,Producto_4541,662.16,5.0,51
3845,Producto_3845,662.44,5.0,16
4691,Producto_4691,662.54,5.0,78
4850,Producto_4850,662.98,5.0,43
3935,Producto_3935,663.02,5.0,67
3994,Producto_3994,663.23,5.0,63
1399,Producto_1399,663.66,5.0,47
4627,Producto_4627,664.89,5.0,14
4530,Producto_4530,665.86,5.0,83
2085,Producto_2085,666.26,5.0,86
4228,Producto_4228,666.57,5.0,42
3366,Producto_3366,666.81,5.0,35
4960,Producto_4960,667.17,5.0,83
1543,Producto_1543,669.19,5.0,8
207,Producto_207,669.41,5.0,60
4273,Producto_4273,670.99,5.0,4
3524,Producto_3524,671.95,5.0,42
2484,Producto_2484,672.87,5.0,44
4310,Producto_4310,673.96,5.0,71
942,Producto_942,676.2,5.0,82
278,Producto_278,677.17,5.0,72
3232,Producto_3232,677.63,5.0,77
591,Producto_591,677.66,5.0,78
3482,Producto_3482,677.9,5.0,51
38,Producto_38,678.23,5.0,61
3005,Producto_3005,679.4,5.0,45
2725,Producto_2725,681.07,5.0,45
4736,Producto_4736,681.18,5.0,70
175,Producto_175,684.52,5.0,85
3539,Producto_3539,685.35,5.0,23
2030,Producto_2030,689.69,5.0,81
1933,Producto_1933,690.22,5.0,54
387,Producto_387,694.76,5.0,4
1559,Producto_1559,695.97,5.0,34
2138,Producto_2138,696.0,5.0,3
4895,Producto_4895,697.43,5.0,78
718,Producto_718,697.86,5.0,18
3895,Producto_3895,699.72,5.0,26
4153,Producto_4153,700.8,5.0,51
3865,Producto_3865,700.94,5.0,31
956,Producto_956,701.95,5.0,86
3587,Producto_3587,702.04,5.0,43
3912,Producto_3912,702.67,5.0,34
2926,Producto_2926,703.98,5.0,75
